PROBLEMA/RESOLUÇÃO,Pergunta,Resposta
"Fundação José Augusto- prazo sispatri 
Foi informado que o sispatri deve ser enviado até o dia 30/06", Fundação José Augusto- prazo sispatri, Foi informado que o sispatri deve ser enviado até o dia 30/06
"Fundação djalma Marinho- prazo sispatri 
Foi informado que o prazo para o envio das informações do sispatri é até o dia 30/06", Fundação djalma marinho prazo sispatri, Foi informado que o prazo para o envio das informações do sispatri é até o dia 30/06
"TJ - Jetro – oficial de justiça. 88201388              após consulta ao coordenador, foi passada a informação de que o cargo informado não obriga o envio de informação via sispatri.  e) Membros e todos quantos exerçam cargos, empregos ou funções de confiança no Poder Judiciário Estadual;", TJ - metro – oficial de justiça . 88201388," após consulta ao coordenador , foi passada a informação de que o cargo informado não obriga o envio de informação via sispatri . e ) Membros e todos quantos exerçam cargos , empregos ou funções de confiança no Poder Judiciário Estadual ;"
"Sou servidora do Tribunal de Justiça do RN e estou me cadastrando no sistema para poder apresentar a declaração de bens. 

Existe um campo de preenchimento início da obrigação e pede uma data.  Qual é essa data? 



essa data é a de nomeação.
", Sou servidora do Tribunal de Justiça do RN e estou me cadastrado no sistema para poder apresentar a declaração de bens . Existe um campo de preenchimento início da obrigação e pede uma data . Qual é essa data, essa data é a de nomeação .
"Ao realizar o cadastro é solicitada Data de Nomeação. Isso seria a data da posse no TJRN, no cargo de Auxiliar Técnico, ou a data da nomeação no cargo de Chefe de Secretaria (cargo de confiança)?


Prezado, No campo Data de nomeação deverá ser incluido a data no qual o cargo de Auxiliar foi assumido.Existe outro campo DATA INÍCIO OBRIGAÇÃO, nela você irá inserir a data na qual você assumiu o cargo de confiança."," Ao realizar o cadastro é solicitada Data de Nomeação . Isso seria a data da posse no TJRN , no cargo de Auxiliar Técnico , ou a data da nomeação no cargo de Chefe de Secretaria ( cargo de confiança ) ?"," Prezado , No campo Data de nomeação deverá ser incluido a data no qual o cargo de Auxiliar foi assumido.Existe outro campo DATA INÍCIO OBRIGAÇÃO , nela você irá inserir a data na qual você assumiu o cargo de confiança ."
"Gostaria de tirar uma dúvida sobre o envio da IR para o Sispatri. Sou funcionária efetiva da AL, Analista Legislativa de NS, E assim como eu, temos outros funcionários de NS e NM no Setor Financeiro. 


Conforme descrito no sistema do SISPATRI é necessário informar os membros e todos quantos exerçam cargos, empregos ou funções de confiança da Assembleia Legislativa.
"," Gostaria de tirar uma dúvida sobre o envio da IR para o Sispatri . Sou funcionária efetiva da AL , Analista Legislativa de NS , E assim como eu , temos outros funcionários de NS e NM no Setor Financeiro ."," Conforme descrito no sistema do SISPATRI é necessário informar os membros e todos quantos exerçam cargos , empregos ou funções de confiança da Assembleia Legislativa ."
"Assembleia - queria saber se servidor que entrou em janeiro de 2021 tem que informar.

Sim, envia situação de entrada ", Assembleia - queria saber se servidor que entrou em janeiro de 2021 tem que informar .," Sim , envia situação de entrada"
"Sou servidora do TJRN, gostaria de saber se a declaração de bens para o TCE é feita no mesmo link do TJ declaração de bens. 


R: Segue link abaixo para acessar o nosso sistema de envio de declação de bens:
https://sispatri.tce.rn.gov.br/PaginasPublicas/login.aspx
"," Sou servidora do TJRN , gostaria de saber se a declaração de bens para o TCE é feita no mesmo link do TJ declaração de bens .", Segue link abaixo para acessar o nosso sistema de envio de declação de bens : https : //sispatri.tce.rn.gov.br/PaginasPublicas/login.aspx
"Não consigo concluir, pois a aba de rendimentos aparece como incompleto mesmo com todos os ítens confirmados. 
CPF da servidora: 067.064.874-49
--
Heloísa Helena Guimarães Nobre Maciel

R: Sugerimos acessar o sistema do SISPATRI pelo Google Chrome, em seguida realizar a confirmação dos dados desde o ínicio onde consta os dados pessoas, como também um por um dos dados preenchidos onde existam mais de uma informação.
Exemplo: Mais de um rendimento, acessar cada um de forma individual e confirmar, em seguida confirmar a tela geral."," Não consigo concluir , pois a aba de rendimentos aparece como incompleto mesmo com todos os tens confirmados . CPF da servidora : 067.064.874-49 -- Heloísa Helena Guimarães Nobre Maciel"," Sugerimos acessar o sistema do SISPATRI pelo Google crime , em seguida realizar a confirmação dos dados desde o ínicio onde consta os dados pessoas , como também um por um dos dados preenchidos onde existam mais de uma informação . Exemplo : Mais de um rendimento , acessar cada um de forma individual e confirmar , em seguida confirmar a tela geral ."
"Conforme contato telefônico, solicito que o e-mail do Senhor Secretário Municipal de esportes, Udenilson Damasceno Nunes, cadastrado no sistema Sispatri seja atualizado para o seguinte e-mail: nunesudenilson@gmail.com 03314071400


A solicitação se justifica devido o mesmo não ter ainda feito sua declaração, não lembra a senha, e o e-mail cadastrado para recuperação não está mais em uso.
"," Conforme contato telefônico , solicito que o e-mail do Senhor Secretário Municipal de esportes , Udenilson Damasceno Nunes , cadastrado no sistema Sispatri seja atualizado para o seguinte e-mail : nunesudenilson @ gmail.com 03314071400"," A solicitação se justifica devido o mesmo não ter ainda feito sua declaração , não lembra a senha , e o e-mail cadastrado para recuperação não está mais em uso ."
"Meu nome é Isaac, sou funcionário da Prefeitura do Município de Macaíba/RN, atualmente cedido ao TJRN, na 3ª Vara daquela Comarca.
Não me enquadro em quaisquer dos cargos, mencionados no inciso XIV do art. 3º  da RESOLUÇÃO 002/2021-TCE:
XIV – todos quantos exerçam cargos eletivos não elencados nos incisos anteriores e cargos, empregos ou funções de confiança na administração direta, indireta e fundacional, de qualquer dos Órgãos do Poder Executivo do Estado e dos Poderes Executivo e Legislativo dos Municípios.

Gostaria de saber se apesar de ser um dos muitos cedidos servidores dos órgãos e entidades da administração pública direta ou indireta de qualquer dos Poderes do Estado e dos Municípios do Rio Grande do Norte cedidos a órgãos e entidades da administração pública direta ou indireta de qualquer dos Poderes da União, de outros Estados ou de Municípios de outros Estados continuam obrigados apresentar a declaração de bens e rendimentos na forma do art. 5º desta resolução.

Mas por não me enquadrar na situação de cargo, emprego ou função de confiança, tenho que realizar o cadastro e preencher o SIPRATI.

R: O seu envio deverá ser realizado, pois você se encaixa no item 14, conforme descrito abaixo:
14. Servidores cedidos apenas ao Tribunal de Contas do Estado, Ministério Público, Tribunal de Justiça, Assembleia Legislativa e Defensoria Pública.
"," Meu nome é Isaac , sou funcionário da Prefeitura do Município de Macaíba/RN , atualmente cedido ao TJRN , na 3ª Vara daquela Comarca . Não me enquadro em quaisquer dos cargos , mencionados no inciso XIV do art . 3º da RESOLUÇÃO 002/2021-TCE : XIV – todos quantos exerçam cargos eletivos não elencados nos incisos anteriores e cargos , empregos ou funções de confiança na administração direta , indireta e fundacional , de qualquer dos Órgãos do Poder Executivo do Estado e dos Poderes Executivo e Legislativo dos Municípios . Gostaria de saber se apesar de ser um dos muitos cedidos servidores dos órgãos e entidades da administração pública direta ou indireta de qualquer dos Poderes do Estado e dos Municípios do Rio Grande do Norte cedidos a órgãos e entidades da administração pública direta ou indireta de qualquer dos Poderes da União , de outros Estados ou de Municípios de outros Estados continuam obrigados apresentar a declaração de bens e rendimentos na forma do art . 5º desta resolução . Mas por não me enquadrar na situação de cargo , emprego ou função de confiança , tenho que realizar o cadastro e preencher o SIPRATI ."," O seu envio deverá ser realizado , pois você se encaixa no item 14 , conforme descrito abaixo : 14 . Servidores cedidos apenas ao Tribunal de Contas do Estado , Ministério Público , Tribunal de Justiça , Assembleia Legislativa e Defensoria Pública ."
"TJ - Erika - Dúvida se o pessoal cedido teria obrigação para enviar:

R:  14. Servidores cedidos apenas ao Tribunal de Contas do Estado, Ministério Público, Tribunal de Justiça, Assembleia Legislativa e Defensoria Pública", TJ - Erika - Dúvida se o pessoal cedido teria obrigação para enviar :," 14 . Servidores cedidos apenas ao Tribunal de Contas do Estado , Ministério Público , Tribunal de Justiça , Assembleia Legislativa e Defensoria Pública"
"envio de informações 

Prezado, bom dia. 
Caso o senhor queria enviar informações para o SISPATRI, essas informações devem ser enviadas pelo sistema Sispatri que pode ser acessado através do nosso site : http://www.tce.rn.gov.br/SisPatrimonio/Index  na aba Acesso ao Sistema segue print para facilitar. ", envio de informações," Prezado , bom dia . Caso o senhor queria enviar informações para o SISPATRI , essas informações devem ser enviadas pelo sistema Sispatri que pode ser acessado através do nosso site : http : //www.tce.rn.gov.br/SisPatrimonio/Index na aba Acesso ao Sistema segue print para facilitar ."
"TJ-RN 
Dúvida sobre a data de obrigatoriedade de envio do sispatri: os termos do artigo 3º c/c § 1º do artigo 18 da Resolução nº 002/2021-TCE, as autoridades e servidores públicos elencados adiante são obrigados, em 2021", Dúvida sobre a data de obrigatoriedade de envio do sispatri," os termos do artigo 3º c/c § 1º do artigo 18 da Resolução nº 002/2021-TCE , as autoridades e servidores públicos elencados adiante são obrigados , em 2021"
"PM SÃO BENTO- SISPATRI 
dúvida sobre o formato arquivo que deve ser anexado no sistema sispatri, foi informado que deve ser no formato .DEC. ", PM SÃO tentou SISPATRI," dúvida sobre o formato arquivo que deve ser anexado no sistema sispatri , foi informado que deve ser no formato .DEC ."
"PM ALMINO AFONSO- SISPATRI 
dúvida sobre o formato arquivo que deve ser anexado no sistema sispatri, foi informado que deve ser no formato .DEC. ", PM albino AFONSO- SISPATRI," dúvida sobre o formato arquivo que deve ser anexado no sistema sispatri , foi informado que deve ser no formato .DEC ."
"Bom dia, fui na opção importar a Declaração encaminhada à Receita Federal, por ser mais prático, mas apareceu a seguinte mensagem de erro: extensão de arquivo inválida. Gostaria de saber como proceder. 

Atenciosamente, Marcelo Câmara.

R: Informamos que o arquivo para ser anexado tem que ser em formato .DEC, não aceitando assim em qualquer outro formato.
"," Bom dia , fui na opção importar a Declaração encaminhada à Receita Federal , por ser mais prático , mas apareceu a seguinte mensagem de erro : extensão de arquivo inválida . Gostaria de saber como proceder . Atenciosamente , Marcelo Câmara ."," Informamos que o arquivo para ser anexado tem que ser em formato .DEC , não aceitando assim em qualquer outro formato ."
